1	1
2	1
3	0
4	0
5	1
6	0
7	0
8	0
9	1
10	0
11	0
12	0
13	0
14	0
15	0
16	1
17	0
18	1
19	0
20	1
21	0
22	0
23	0
24	1
25	1
26	0
27	0
28	0
29	0
30	0
31	1
32	0
33	0
34	1
35	1
36	0
37	1
38	0
39	0
40	1
41	0
42	0
43	1
44	1
45	0
46	1
47	1
48	0
49	1
50	0
51	0
52	1
53	0
54	0
55	0
56	0
57	0
58	1
59	0
60	1
61	0
62	1
63	0
64	0
65	0
66	1
67	0
68	1
69	0
70	0
71	0
72	0
73	0
74	0
75	1
76	1
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	0
86	0
87	0
88	0
89	1
90	1
91	0
92	1
93	1
94	1
95	0
96	0
97	0
98	0
99	1
100	0
101	0
102	1
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	1
115	1
116	0
117	0
118	1
119	0
120	1
121	1
122	0
123	1
124	0
125	0
126	1
127	0
128	0
129	0
130	1
131	0
132	0
133	1
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	1
143	0
144	1
145	0
146	0
147	0
148	1
149	1
150	1
151	0
152	1
153	0
154	1
155	0
156	0
157	1
158	1
159	0
160	1
161	0
162	0
163	1
164	0
165	1
166	1
167	0
168	1
169	1
170	0
171	0
172	1
173	0
174	1
175	0
176	1
177	0
178	0
179	0
180	0
181	1
182	1
183	1
184	0
185	0
186	0
187	1
188	1
189	0
190	0
191	1
192	1
193	0
194	1
195	1
196	0
197	1
198	0
199	0
200	0
201	1
202	0
203	0
204	0
205	1
206	0
207	1
208	1
209	0
210	1
211	0
212	0
213	1
214	0
215	1
216	0
217	0
218	1
219	0
220	0
221	1
222	1
223	1
224	0
225	0
226	0
227	0
228	1
229	1
230	0
231	1
232	0
233	0
234	1
235	0
236	0
237	0
238	0
239	0
240	1
241	1
242	0
243	1
244	0
245	0
246	0
247	1
248	0
249	0
250	0
251	0
252	0
253	0
254	1
255	1
256	0
257	0
258	1
259	1
260	1
261	0
262	1
263	0
264	0
265	0
266	0
267	1
268	0
269	1
270	0
271	1
272	0
273	0
274	0
275	0
276	0
277	1
278	0
280	1
281	0
282	0
283	0
284	0
285	0
286	1
287	0
288	0
289	1
290	0
291	0
292	0
293	1
294	0
295	1
296	1
297	1
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	1
312	0
313	0
314	0
315	1
316	1
317	0
318	0
319	0
320	0
321	0
322	1
323	0
324	0
325	0
326	0
327	0
328	1
329	0
330	1
331	0
332	1
333	0
334	1
335	1
336	0
337	1
338	0
339	1
340	0
341	0
342	1
343	1
344	1
345	0
346	0
347	1
348	0
349	1
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	1
359	1
360	1
361	0
362	0
363	0
364	0
365	0
366	1
367	0
368	0
369	0
370	0
371	0
372	1
373	0
374	0
375	0
376	0
377	1
378	0
379	0
380	0
381	0
382	1
383	1
384	1
385	1
386	0
387	0
388	1
389	1
390	0
391	1
392	0
393	1
394	0
395	1
396	1
397	1
398	0
399	1
400	1
401	1
402	1
403	0
404	1
405	0
406	1
407	0
408	1
409	1
410	1
411	0
412	0
413	0
414	0
415	1
416	1
417	1
418	1
419	0
420	0
421	0
422	0
423	0
424	1
425	0
426	0
427	0
428	1
429	0
430	1
431	0
432	0
433	1
434	1
435	0
436	0
437	0
438	1
439	0
440	1
441	0
442	1
443	0
444	1
445	0
446	0
447	0
448	1
449	0
450	1
451	0
452	1
453	1
454	0
455	0
456	0
457	1
458	0
459	0
460	0
461	0
462	0
464	1
465	0
466	0
467	0
468	0
469	0
470	1
471	0
472	0
473	0
474	0
475	0
476	1
477	1
478	1
479	1
480	0
481	0
482	0
483	1
484	1
485	0
486	0
487	1
488	0
489	0
490	0
491	0
492	0
493	1
494	0
495	0
496	0
497	1
498	0
499	1
500	0
